Facility Id,FRS Id,Facility Name,City,State,Zip Code,Address,County,Latitude,Longitude,Primary NAICS Code,Industry Type (subparts),Industry Type (sectors),Total reported direct emissions,CO2 emissions (non-biogenic) ,Methane (CH4) emissions ,Nitrous Oxide (N2O) emissions ,HFC emissions,PFC emissions,SF6 emissions ,NF3 emissions,Other Fully Fluorinated GHG emissions,HFE emissions,Very Short-lived Compounds emissions,Other GHGs (metric tons CO2e),Biogenic CO2 emissions (metric tons),Stationary Combustion,Electricity Generation,Adipic Acid Production,Aluminum Production,Ammonia Manufacturing,Cement Production,Electronics Manufacture,Ferroalloy Production,Fluorinated GHG Production,Glass Production,HCFC–22 Production from HFC–23 Destruction,Hydrogen Production,Iron and Steel Production,Lead Production,Lime Production,Magnesium Production,Miscellaneous Use of Carbonates,Nitric Acid Production,Petroleum and Natural Gas Systems – Offshore Production,Petroleum and Natural Gas Systems – Processing,Petroleum and Natural Gas Systems – Transmission/Compression,Petroleum and Natural Gas Systems – Underground Storage,Petroleum and Natural Gas Systems – LNG Storage,Petroleum and Natural Gas Systems – LNG Import/Export,Petrochemical Production,Petroleum Refining,Phosphoric Acid Production,Pulp and Paper Manufacturing,Silicon Carbide Production,Soda Ash Manufacturing,Titanium Dioxide Production,Underground Coal Mines,Zinc Production,Municipal Landfills,Industrial Wastewater Treatment,Manufacture of Electric Transmission and Distribution Equipment,Industrial Waste Landfills,Is some CO2 collected on-site and used to manufacture other products and therefore not emitted from the affected manufacturing process unit(s)? (as reported under Subpart G or S),"Is some CO2 reported as emissions from the affected manufacturing process unit(s) under Subpart AA, G or P collected and transferred off-site or injected (as reported under Subpart PP)?",Does the facility employ continuous emissions monitoring? ,Reporting Year
1001150,110004060417.0,Richmond County Combustion Turbine Plant,HAMLET,NC,28345,198 ENERGY WAY,Richmond,34.8422,-79.7444,221112.0,"C,D",Power Plants,3485840.006,3482295.1,1616.25,1928.656,,,,,,,,,,5042.08,3480797.926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2023
1007161,110012569942.0,Rio Bravo Generating Station,Albuquerque,NM,87105,725 Electric Ave. SE,BERNALILLO COUNTY,35.0442,-106.67,221112.0,D,Power Plants,345917.414,345565.3,160.5,191.614,,,,,,,,,,,345917.414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2023
1000752,110071161665.0,Rio Grande,SUNLAND PARK,NM,88063,3501 DONIPHAN ST,Dona Ana,31.8047,-106.5472,221112.0,"C,D",Power Plants,532931.224,532389.8,247.0,294.424,,,,,,,,,,109.1,532822.124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2023
1001333,110014433700.0,"Rio Nogales Power Project, LP",SEGUIN,TX,78155,711 RIO NOGALES DRIVE,Guadalupe,29.5932,-97.9724,221112.0,D,Power Plants,1676705.094348,1675002.54,776.71275,925.841598,,,,,,,,,,,1676705.094348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2023
1000438,110024436608.0,Ripon Generation Station,RIPON,CA,95366,1015 S STOCKTON BLVD,Stanislaus,37.7315,-121.116,221112.0,D,Power Plants,7246.872,7239.2,3.5,4.172,,,,,,,,,,,7246.872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2023
1001133,110002058344.0,River Road,VANCOUVER,WA,98660,5201 N W LOWER RIVER ROAD,Clark,45.65,-122.7231,221112.0,D,Power Plants,700249.804,699538.5,324.5,386.804,,,,,,,,,,,700249.804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2023
1007781,110071161656.0,River Valley Generating Station,PANAMA,OK,74951,3 MILES E. OF JUNCTION 31,LE FLORE COUNTY,35.192139,-94.647833,221112.0,D,Power Plants,673360.982,668154.6,1918.25,3288.132,,,,,,,,,19139.6,,673360.982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,Y,2023
1000693,110000425656.0,Riverside (1927),MINNEAPOLIS,MN,55401,3100 MARSHALL ST NE,Hennepin,45.0203,-93.2753,221112.0,"C,D",Power Plants,950776.376,949810.8,440.5,525.076,,,,,,,,,,1666.144,949110.232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2023
1000998,110071160512.0,Riverside (4940),JENKS,OK,74037,116TH ST S AND ARKANSAS RIVER,Tulsa,35.9978,-95.9567,221112.0,"C,D",Power Plants,819038.312,818205.9,379.75,452.662,,,,,,,,,,0.0,819038.312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2023
1000136,110013294087.0,Riverside Energy Center,BELOIT,WI,53511,1401 W B R TOWN LINE ROAD,Rock,42.5835,-89.0351,221112.0,"C,D",Power Plants,2867896.372,2864984.3,1328.5,1583.572,,,,,,,,,,6653.824,2861242.548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2023
1000471,110040565242.0,Riverside Energy Resource Center,RIVERSIDE,CA,92504,5901 PAYTON AVE,Riverside,33.9636,-117.4528,221112.0,D,Power Plants,30694.036,30662.8,14.25,16.986,,,,,,,,,,,30694.036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2023
1001358,110071161801.0,Riverside Generating Company,CATLETTSBURG,KY,41129,25038 HWY 23,Lawrence,38.1933,-82.6042,221112.0,"C,D",Power Plants,284168.271,283879.6,131.625,157.046,,,,,,,,,,292.223,283876.048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2023
1001575,110017494451.0,Riverton,RIVERTON,KS,66770,7240 SE HWY 66,Cherokee,37.0719,-94.6986,221112.0,"C,D",Power Plants,468066.316,467591.2,216.75,258.366,,,,,,,,,,169.6,467896.716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2023
1001485,110000363963.0,Riviera,RIVIERA BEACH,FL,33404,200 300 BROADWAY,Palm Beach,26.7653,-80.0528,221112.0,D,Power Plants,2510228.488,2507670.8,1162.75,1394.938,,,,,,,,,,,2510228.488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2023
1001171,110006539200.0,Robert P Mone,CONVOY,OH,45832,4406 MENTZER RD,Van Wert,40.9297,-84.7392,221112.0,"C,D",Power Plants,112266.472,112150.2,52.5,63.772,,,,,,,,,,254.5,112011.972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2023
1001600,110071161622.0,Robert Reid,ROBARDS,KY,42452,9000 HIGHWAY 2096,Webster,37.6467,-87.5033,221112.0,C,Power Plants,4669.332,4664.4,2.25,2.682,,,,,,,,,,4669.332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2023
1005672,110071160510.0,Rock River,BELOIT,WI,53511,827 W B R TOWNLINE RD,Rock,42.5831,-89.0292,221112.0,C,Power Plants,328.3,328.3,,,,,,,,,,,,328.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2023
1001159,110012274797.0,Rock Springs Generating Facility,RISING SUN,MD,21911,1423 RISING SUN ROAD,Cecil,39.7183,-76.1606,221112.0,"C,D",Power Plants,119725.456,119603.8,55.5,66.156,,,,,,,,,,253.4,119472.056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2023
1006554,110070431693.0,Rockford Energy Center,ROCKFORD,IL,61104,136 HARRISON AVE,Winnebago,42.2403,-89.1025,221112.0,D,Power Plants,60031.603,59970.7,27.825,33.078,,,,,,,,,,,60031.603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2023
1000823,110070431693.0,Rockford Energy Center II,ROCKFORD,IL,61104,136 HARRISON AVE,Winnebago,42.2383,-89.1014,221112.0,D,Power Plants,24843.808,24818.6,11.5,13.708,,,,,,,,,,,24843.808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2023
1007308,110013294069.0,Rockgen Energy Center,CAMBRIDGE,WI,53523,2346 CLEARVIEW ROAD,Dane,42.9767,-89.0492,221112.0,"C,D",Power Plants,349879.494,349522.4,162.5,194.594,,,,,,,,,,1345.844,348533.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2023
1001322,110025240996.0,Rockingham County Combustion Turbine,REIDSVILLE,NC,27320,240 ERNEST DRIVE,Rockingham,36.3297,-79.8297,221112.0,D,Power Plants,456149.396,455683.5,212.0,253.896,,,,,,,,,,,456149.396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2023
1001037,110038159578.0,Rockport,ROCKPORT,IN,47635,2791 NORTH US ROUTE 231,Spencer,37.9256,-87.0372,221112.0,"C,D",Power Plants,3112526.184,3088187.9,8899.5,15438.784,,,,,,,,,,14149.872,3098376.312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,Y,2023
1000271,110071160664.0,Rocky Mountain Energy Center,KEENESBURG,CO,80643,6211 WELD COUNTY RD 51,Weld,40.0911,-104.5947,221112.0,D,Power Plants,1074429.868,1073338.8,497.75,593.318,,,,,,,,,,,1074429.868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2023
1001317,110001345982.0,"Rocky Road Power, LLC",EAST DUNDEE,IL,60118,1221 POWER DRIVE,Kane,42.0931,-88.2397,221112.0,D,Power Plants,11936.756,11924.7,5.5,6.556,,,,,,,,,,,11936.756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2023
1001054,110000565816.0,Rokeby,LINCOLN,NE,68523,8000 SW 12 ST,Lancaster,40.7316,-96.7364,221112.0,"C,D",Power Plants,62935.29,62866.3,30.25,38.74,,,,,,,,,,30574.634,32360.656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2023
1001047,110045641748.0,Roland C. Dansby Power Plant,BRYAN,TX,77807,8181 MUMFORD ROAD,Brazos,30.7217,-96.4599,221112.0,D,Power Plants,100845.076,100742.6,46.75,55.726,,,,,,,,,,,100845.076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2023
1000808,110013300052.0,Rolling Hills Generating LLC,WILKESVILLE,OH,45695,43111 STATE RT 160,Vinton,39.0839,-82.3328,221112.0,"C,D",Power Plants,1340777.684,1339416.7,621.05,739.934,,,,,,,,,,61.525,1340716.159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2023
1001182,110000324747.0,Roseton Generating Facility,NEWBURGH,NY,12550,992 RIVER ROAD,Orange,41.5711,-73.9747,221112.0,"C,D",Power Plants,124823.84,124630.4,72.75,120.69,,,,,,,,,,3274.288,121549.552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2023
1000485,110070090551.0,Roseville Energy Park,ROSEVILLE,CA,95747,5120 PHILLIP RD,Placer,38.7926,-121.3823,221112.0,D,Power Plants,153906.228,153749.5,71.5,85.228,,,,,,,,,,,153906.228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2023
1010794,110054628729.0,Rothschild Biomass Cogeneration Plant,Rothschild,WI,54474,210 N. Grand Avenue,MARATHON COUNTY,44.888355,-89.625821,221112.0,"C,D",Power Plants,41884.894,36376.1,799.5,4709.294,,,,,,,,,410556.0,13672.648,28212.246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,Y,2023
1012599,110071162309.0,Roundtop Energy LLC,Meshoppen,PA,18630,960 State Route 267,SUSQUEHANNA COUNTY,41.658211,-76.049513,221112.0,C,Power Plants,29364.44,29334.3,13.75,16.39,,,,,,,,,,29364.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2023
1000787,110000346386.0,Roxboro Steam Electric Plant,SEMORA,NC,27343,1700 DUNNAWAY ROAD,Person,36.4833,-79.0731,221112.0,"D,TT","Power Plants,Waste",4122411.542,4086421.5,15032.0,20958.042,,,,,,,,,,,4119467.292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2944.25,N,N,Y,2023
1001312,110017437781.0,Rumford Power LLC,RUMFORD,ME,4276,43 INDUSTRIAL PARK ROAD,Oxford,44.5303,-70.5219,221112.0,"C,D",Power Plants,160818.104,160654.8,74.5,88.804,,,,,,,,,,1023.796,159794.308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2023
1001035,110000440210.0,Rush Island,FESTUS,MO,63028,100 BIG HOLLOW ROAD,Jefferson,38.1306,-90.2625,221112.0,"C,D",Power Plants,790243.874,784059.8,2261.5,3922.574,,,,,,,,,,2502.06,787741.814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,Y,2023
1000501,110039570540.0,Russell City Energy Company LLC,Hayward,CA,94545,3862 Depot Road,Alameda,37.6341,-122.1326,221112.0,D,Power Plants,717394.992,716666.7,332.25,396.042,,,,,,,,,,,717394.992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2023
1000784,110000328235.0,S A Carlson,JAMESTOWN,NY,14702,136 STEELE ST,Chautauqua,42.0917,-79.2417,221112.0,"C,D",Power Plants,27141.2,27113.8,12.5,14.9,,,,,,,,,,664.448,26476.752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2023
1001501,110071161614.0,S O Purdom,ST MARKS,FL,32355,HWY 363,Wakulla,30.1619,-84.2014,221112.0,"C,D",Power Plants,590504.412,589904.9,273.5,326.012,,,,,,,,,,138.4,590366.012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2023
1001136,110017438762.0,SABIC Innovative Plastics - Burkville,BURKVILLE,AL,36752,1 PLASTICS DR,Lowndes,32.3102,-86.5242,325211.0,"C,D",Power Plants,404081.1,403670.1,187.5,223.5,,,,,,,,,,56275.988,347805.112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2023
1003647,110070321118.0,SAGUARO POWER COMPANY,HENDERSON,NV,89009,435 FOURTH STREET  HENDERSON,CLARK COUNTY,36.037561,-114.976159,221112.0,C,Power Plants,102522.164,102416.4,48.25,57.514,,,,,,,,,,102522.164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2023
1005210,110007194847.0,SILAS RAY POWER PLANT,BROWNSVILLE,TX,78520,94 W. 13th Street,CAMERON COUNTY,25.9131,-97.5214,221112.0,D,Power Plants,83711.84,83626.9,38.75,46.19,,,,,,,,,,,83711.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2023
1014345,110070665612.0,SJRR Power LLC,Houston,TX,77049,18511 Beaumont Highway,HARRIS COUNTY,29.87449,-95.106947,221112.0,D,Power Plants,89240.52,89150.1,41.25,49.17,,,,,,,,,,,89240.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2023
1011532,110063697227.0,SOLDOTNA COMBUSTION TURBINE PLANT,Soldotna,AK,99669,41925 Sterling Highway,KENAI PENINSULA BOROUGH,60.499493,-150.996678,221112.0,C,Power Plants,12002.604,11990.0,5.75,6.854,,,,,,,,,,12002.604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2023
1003190,110031000823.0,SOUTH TEXAS ELECTRIC COOP,NURSERY,TX,77976,2849 FM 447,VICTORIA COUNTY,28.8947,-97.1347,221112.0,"C,D",Power Plants,144163.676,144020.6,65.0,78.076,,,,,,,,,,282.596,143881.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2023
1003398,110071161386.0,SPRING GARDENS STEAM PLANT,BALTIMORE,MD,21230,1500 LEADENHALL STREET,BALTIMORE CITY,39.273021,-76.618646,221330.0,C,Power Plants,55077.944,55021.5,25.75,30.694,,,,,,,,,,55077.944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2023
1012095,110002412620.0,SRI International Cogeneration Project,Menlo Park,CA,94025,"333 Ravenswood Avenue, Bldg U",SAN MATEO COUNTY,37.457173,-122.178049,221112.0,C,Power Plants,22636.764,22613.2,10.75,12.814,,,,,,,,,,22636.764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2023
1001324,110021082576.0,SRW Cogen Limited Partnership,ORANGE,TX,77630,3055 FM 1006,Orange,30.0561,-93.7539,221112.0,D,Power Plants,1230378.576,1229234.9,521.75,621.926,,,,,,,,,,,1230378.576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2023
1001120,110040576016.0,ST PAUL COGENERATION,ST. PAUL,MN,55102,125 SHEPARD ROAD W,RAMSEY COUNTY,44.94302,-93.093857,221330.0,C,Power Plants,34885.128,32016.0,422.25,2446.878,,,,,,,,,252337.0,34885.128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,Y,2023
1005399,110071160101.0,ST. GEORGE CITY POWER: MILLCREEK GENERATION STATION,ST. GEORGE,UT,84770,811 E. REDHILLS PARKWAY,WASHINGTON COUNTY,37.1124,-113.5155,221112.0,D,Power Plants,65481.856,65415.0,30.5,36.356,,,,,,,,,,,65481.856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2023
1004953,110000470008.0,SUNNYSIDE COGENERATION ASSOCIATES,SUNNYSIDE,UT,84539,1 POWER PLANT ROAD,CARBON COUNTY,39.54764,-110.39079,221112.0,C,Power Plants,401048.15,398676.0,867.25,1504.9,,,,,,,,,,401048.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,Y,2023
1001148,110024547310.0,SWEENY COGENERATION FACILITY,OLD OCEAN,TX,77463,"7190 Old FM 524, Gate 13",BRAZORIA COUNTY,29.0728,-95.745,221112.0,"C,D",Power Plants,2914673.786,2900130.2,4297.75,10245.836,,,,,,,,,,191968.554,2722705.232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2023
1003998,110006825908.0,SYCAMORE COGENERATION Facility,BAKERSFIELD,CA,93308,1546 SW China Grade Loop,KERN COUNTY,35.4518,-118.9851,221112.0,"C,DD","Other,Power Plants",374323.344,373938.1,175.75,209.494,,,,,,,,,,374323.344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2023
1006721,110071161574.0,Sabine,BRIDGE CITY,TX,77611,WEST ROUNDBUNCH ROAD,Orange,30.0242,-93.875,221112.0,"C,D",Power Plants,2137865.376,2135694.2,990.5,1180.676,,,,,,,,,,0.0,2137865.376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2023
1012869,110000310459.0,Salem Harbor Station NGCC,Salem,MA,1970,24 Fort Ave,ESSEX COUNTY,42.5255,-70.877,221112.0,"C,D",Power Plants,278894.216,278610.9,129.25,154.066,,,,,,,,,,1194.996,277699.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2023
1000507,110035420719.0,Salinas River Cogeneration Facility,SAN ARDO,CA,93450,"Star Route 42, Wunpost Road",Monterey,35.9515,-120.8679,221112.0,"D,DD","Other,Power Plants",154020.98,153864.8,71.25,84.93,,,,,,,,,,,154020.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2023
1007153,110000465620.0,Sam Seymour,LA GRANGE,TX,78945,6549 POWER PLANT RD,Fayette,29.9172,-96.7506,221112.0,"C,D",Power Plants,8456122.93,8389830.6,24249.0,42043.33,,,,,,,,,,17.1,8456105.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,Y,2023
1000531,110040575099.0,San Jacinto County Peaking Facility,SHEPHERD,TX,77371,7.5 MI SOUTH OF SHEPHERD,San Jacinto,30.42,-95.0114,221112.0,"C,D",Power Plants,78765.96,78686.5,36.25,43.21,,,,,,,,,,211.4,78554.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2023
1005714,110012511120.0,San Jacinto Steam Electric Station,LA PORTE,TX,77571,845 SENS ROAD,Harris,29.6967,-95.0411,221112.0,D,Power Plants,531651.08,531111.3,246.25,293.53,,,,,,,,,,,531651.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2023
1001040,110000464426.0,San Miguel,CHRISTINE,TX,78012,6200 FM 3387,Atascosa,28.7044,-98.4781,221112.0,"C,D",Power Plants,1802760.032,1789141.3,4981.5,8637.232,,,,,,,,,,5.7,1802754.332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,Y,2023
1000669,110071161706.0,Sand Hill Energy Center,AUSTIN,TX,78617,1101 FALLWELL LN,Travis,30.2091,-97.6139,221112.0,"C,D",Power Plants,838022.836,837133.6,388.0,501.236,,,,,,,,,,114.6,837908.236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2023
1007324,110035106113.0,Sandy Creek Energy Station,Riesel,TX,76682,2161 Rattlesnake Road,McLennan,31.4753,-96.9564,221112.0,"C,D",Power Plants,3459098.706,3431892.4,9953.0,17253.306,,,,,,,,,,1908.392,3457190.314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,Y,2023
1006802,110071161610.0,Sanford,DEBARY,FL,32713,950 S HWY 17 92,Volusia,28.8419,-81.3256,221112.0,D,Power Plants,3027145.88,3024071.6,1402.5,1671.78,,,,,,,,,,,3027145.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2023
1004438,110028036220.0,Santa Clara Cogen,Santa Clara,CA,95050,524 Robert Avenue,SANTA CLARA COUNTY,37.36465,-121.94463,221112.0,C,Power Plants,15017.344,15002.0,7.0,8.344,,,,,,,,,,15017.344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2023
1006707,110010300076.0,Santa Rosa Energy Center,PACE,FL,32571,5001 STERLING WAY,Santa Rosa,30.5661,-87.115,221112.0,D,Power Plants,462346.661,461877.1,214.175,255.386,,,,,,,,,,,462346.661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2023
1000250,110001697049.0,Santan,GILBERT,AZ,85296,1005 S VAL VISTA DRIVE,Maricopa,33.3333,-111.751,221112.0,"C,D",Power Plants,2329386.74,2327013.9,1082.5,1290.34,,,,,,,,,,468525.636,1860861.104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2023
1001278,110000542994.0,"Saranac Power Partners, LP",PLATTSBURGH,NY,12901,99 WEED ST,Clinton,44.7132,-73.4557,221112.0,"C,D",Power Plants,164189.94,164022.8,76.25,90.89,,,,,,,,,,36266.664,127923.276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2023
1000725,110071161643.0,Sarpy County Station,BELLEVUE,NE,68147,8906 S 35TH ST,Sarpy,41.1706,-95.9692,221112.0,"C,D",Power Plants,119769.22,119631.5,58.75,78.97,,,,,,,,,,30834.2,88935.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,Y,2023
1001208,110029906127.0,Sayreville Power LP,SAYREVILLE,NJ,8872,601 JERNEE MILL ROAD,Middlesex,40.439,-74.3444,221112.0,D,Power Plants,439363.072,438917.0,203.5,242.572,,,,,,,,,,,439363.072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2023
1001456,110000914734.0,Scattergood Generating Station,PLAYA DEL REY,CA,90293,12700 VISTA DEL MAR,Los Angeles,33.9175,-118.4258,221112.0,D,Power Plants,569763.208,569176.3,267.75,319.158,,,,,,,,,,,569763.208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2023
1001051,110007356066.0,Scherer,JULIETTE,GA,31046,10986 HIGHWAY 87,Monroe,33.0583,-83.8072,221112.0,D,Power Plants,7612538.87,7552919.9,21805.75,37813.22,,,,,,,,,,,7612538.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,Y,2023
1000730,110000602991.0,Schiller,PORTSMOUTH,NH,3801,400 GOSLING RD,Rockingham,43.0978,-70.7842,221112.0,"C,D",Power Plants,687.738,685.2,0.75,1.788,,,,,,,,,,687.738,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,Y,2023
1001256,110005981296.0,Scrubgrass Generating Plant,KENNERDELL,PA,16374,2151 LISBON ROAD,Venango,41.2678,-79.8114,221112.0,"C,D",Power Plants,452134.08,448641.2,1277.25,2215.63,,,,,,,,,,1075.082,451058.998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,Y,2023
1001225,110006625633.0,Selkirk Cogen Partners,SELKIRK,NY,12158,24 POWER PARK DRIVE,Albany,42.5744,-73.8592,221112.0,D,Power Plants,70367.188,70295.4,32.75,39.038,,,,,,,,,,,70367.188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2023
1000084,,Seminole (136),PALATKA,FL,32708,STATE HIGHWAY 17,Putnam,29.7333,-81.6339,221112.0,"C,D,TT","Power Plants,Waste",5902849.636,5855675.6,26826.0,20348.036,,,,,,,,,,1922.992,5886135.394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14791.25,N,N,Y,2023
1000861,110071161470.0,Seminole (2956),KONAWA,OK,74849,RTE 2,Seminole,34.9678,-96.7242,221112.0,"C,D",Power Plants,1589819.756,1588204.8,736.75,878.206,,,,,,,,,,597.648,1589222.108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2023
1010962,110043534388.0,Sentinel Energy Center,N. Palm Springs,CA,92258,15775 Melissa Ln,RIVERSIDE COUNTY,33.934167,-116.571388,221112.0,D,Power Plants,286161.592,285871.7,132.25,157.642,,,,,,,,,,,286161.592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2023
1001174,110006623519.0,Seward Generation LLC,NEW FLORENCE,PA,15944,595 PLANT ROAD,Indiana,40.4081,-79.0339,221112.0,"C,D",Power Plants,2279070.452,2260961.6,6621.25,11487.602,,,,,,,,,,4525.326,2274545.126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,Y,2023
1005737,110000801614.0,Sewaren Generating Station,SEWAREN,NJ,7077,751 CLIFF ROAD,Middlesex,40.5564,-74.2461,221112.0,"C,D",Power Plants,1207078.83,1205844.1,561.25,673.48,,,,,,,,,,6612.324,1200466.506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2023
1001151,110013727618.0,Sewell Creek Energy,Cedartown,GA,30125,1031 Sewell Creek Road,Polk,33.9486,-85.2769,221112.0,"C,D",Power Plants,263521.672,263253.7,122.25,145.722,,,,,,,,,,700.496,262821.176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2023
1006678,110070507280.0,Shady Hills,SHADY HILLS,FL,34610,14240 MERCHANT ENERGY WAY,Pasco,28.3665,-82.5591,221112.0,"C,D",Power Plants,85609.732,85522.6,39.75,47.382,,,,,,,,,,30.2,85579.532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2023
1001598,110000493305.0,Shawnee,WEST PADUCAH,KY,42086,7900 METROPOLIS LAKE RD,McCracken,37.1517,-88.775,221112.0,D,Power Plants,5828807.123,5783111.5,16714.825,28980.798,,,,,,,,,,,5828807.123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,Y,2023
