Facility Id,FRS Id,Facility Name,City,State,Zip Code,Address,County,Latitude,Longitude,Primary NAICS Code,Industry Type (subparts),Industry Type (sectors),Total reported direct emissions,CO2 emissions (non-biogenic) ,Methane (CH4) emissions ,Nitrous Oxide (N2O) emissions ,HFC emissions,PFC emissions,SF6 emissions ,NF3 emissions,Other Fully Fluorinated GHG emissions,HFE emissions,Very Short-lived Compounds emissions,Other GHGs (metric tons CO2e),Biogenic CO2 emissions (metric tons),Stationary Combustion,Electricity Generation,Adipic Acid Production,Aluminum Production,Ammonia Manufacturing,Cement Production,Electronics Manufacture,Ferroalloy Production,Fluorinated GHG Production,Glass Production,HCFC–22 Production from HFC–23 Destruction,Hydrogen Production,Iron and Steel Production,Lead Production,Lime Production,Magnesium Production,Miscellaneous Use of Carbonates,Nitric Acid Production,Petroleum and Natural Gas Systems – Offshore Production,Petroleum and Natural Gas Systems – Processing,Petroleum and Natural Gas Systems – Transmission/Compression,Petroleum and Natural Gas Systems – Underground Storage,Petroleum and Natural Gas Systems – LNG Storage,Petroleum and Natural Gas Systems – LNG Import/Export,Petrochemical Production,Petroleum Refining,Phosphoric Acid Production,Pulp and Paper Manufacturing,Silicon Carbide Production,Soda Ash Manufacturing,Titanium Dioxide Production,Underground Coal Mines,Zinc Production,Municipal Landfills,Industrial Wastewater Treatment,Manufacture of Electric Transmission and Distribution Equipment,Industrial Waste Landfills,Is some CO2 collected on-site and used to manufacture other products and therefore not emitted from the affected manufacturing process unit(s)? (as reported under Subpart G or S),"Is some CO2 reported as emissions from the affected manufacturing process unit(s) under Subpart AA, G or P collected and transferred off-site or injected (as reported under Subpart PP)?",Does the facility employ continuous emissions monitoring? ,Reporting Year
1013598,110043333372.0,Cricket Valley Energy Center,DOVER PLAINS,NY,12522,2241 Route 22,DUTCHESS COUNTY,41.67616,-73.576914,221112.0,"C,D",Power Plants,1570811.832,1569162.9,752.25,896.682,,,,,,,,,,29029.192,1541782.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2020
1001427,110000499764.0,Cross,PINEVILLE,SC,29468,553 CROSS STATION ROAD,Berkeley,33.3692,-80.1119,221112.0,D,Power Plants,6661329.108,6612914.9,17706.5,30707.708,,,,,,,,,,,6661329.108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,Y,2020
1000152,110071159614.0,Crossroads Energy Center (CPU),CLARKSDALE,MS,38614,240 HICKS ST,Coahoma,34.183,-90.5621,221112.0,D,Power Plants,85115.084,85028.5,39.5,47.084,,,,,,,,,,,85115.084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2020
1001487,110017431215.0,Crystal River Power Plant,CRYSTAL RIVER,FL,34428,15760 WEST POWERLINE ST,Citrus,28.9594,-82.7003,221112.0,"D,TT","Power Plants,Waste",7807311.774,7763039.0,24101.75,20171.024,,,,,,,,,,,7795465.524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11846.25,N,N,Y,2020
1000563,110061155707.0,Culbertson Station,Culbertson,MT,59218,5419 Road 1016,Roosevelt,48.2104,-104.3919,221112.0,D,Power Plants,25841.404,25815.1,12.0,14.304,,,,,,,,,,,25841.404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2020
1007639,110000493127.0,Cumberland,CUMBERLAND CITY,TN,37050,815 CUMBERLAND CITY RD,Stewart,36.3903,-87.6539,221112.0,"C,D",Power Plants,9504975.116,9428862.9,27838.6,48273.616,,,,,,,,,,9862.44,9495112.676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,Y,2020
1006939,110023772229.0,Cumberland Energy Center,MILLVILLE,NJ,8332,4001 EAST MAIN ST,Cumberland,39.3757,-74.9654,221112.0,"C,D",Power Plants,34295.742,34255.2,17.0,23.542,,,,,,,,,,116.1,34179.642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2020
1000755,110071161667.0,Cunningham,HOBBS,NM,88240,13M W OF HOBBS ON HWY 62/180,Lea,32.7131,-103.3533,221112.0,"C,D",Power Plants,773199.532,772413.7,358.5,427.332,,,,,,,,,,422.248,772777.284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2020
1000436,110017841601.0,Currant Creek Power Project,MONA,UT,84645,2096 WEST 300 NORTH,Juab,39.8223,-111.894,221112.0,"C,D",Power Plants,945379.948,944420.4,437.75,521.798,,,,,,,,,,4749.932,940630.016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2020
1001472,110070835005.0,Curtis H. Stanton Energy Center,ORLANDO,FL,32831,5100 S ALAFAYA TRAIL,Orange,28.4836,-81.1686,221112.0,D,Power Plants,4420194.426,4390670.8,10865.25,18658.376,,,,,,,,,70822.0,,4420194.426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,Y,2020
1001066,110070834870.0,D B Wilson,Island,KY,42350,State Highway 85,Ohio,37.4497,-87.0803,221112.0,"C,D",Power Plants,2430645.06,2411221.0,7103.25,12320.81,,,,,,,,,,4.1,2430640.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,Y,2020
1006862,110071159202.0,D G Hunter,Alexandria,LA,71301,1011 North Third Street,RAPIDES PARISH,31.321,-92.4626,221112.0,C,Power Plants,29667.688,29637.0,14.0,16.688,,,,,,,,,,29667.688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2020
1006101,110008825272.0,DISTRICT ENERGY ST PAUL INC-HANS O NYMAN,SAINT PAUL,MN,55102,76 KELLOGG BOULEVARD WEST,RAMSEY COUNTY,44.94333,-93.096815,221330.0,C,Power Plants,32416.074,32381.8,15.5,18.774,,,,,,,,,,32416.074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2020
1002820,110000527127.0,DOUBLE C LIMITED,BAKERSFIELD,CA,93308,10245 OILFIELD ROAD,KERN COUNTY,35.490363,-119.042957,221112.0,C,Power Plants,11945.056,11933.0,5.5,6.556,,,,,,,,,,11945.056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2020
1006663,110041120578.0,DOVER MUNICIPAL LIGHT PLANT (0679010146),DOVER,OH,44622,303 EAST BROADWAY,TUSCARAWAS COUNTY,40.52013,-81.46752,221112.0,C,Power Plants,85343.572,84667.5,247.25,428.822,,,,,,,,,,85343.572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2020
1008787,110054621263.0,"DTE Atlantic, LLC",Atlantic City,NJ,8401,1077 Absecon Blvd,ATLANTIC COUNTY,39.370885,-74.430391,221112.0,C,Power Plants,42655.688,42611.3,20.25,24.138,,,,,,,,,,42655.688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2020
1000282,110003256066.0,"DTE Calvert City, LLC",CALVERT CITY,KY,42029,480 N MAIN,Marshall,37.0467,-88.3506,221330.0,C,Power Plants,189639.236,189443.6,89.25,106.386,,,,,,,,,,189639.236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2020
1000173,110015836069.0,DTE East China,EAST CHINA,MI,48054,4490 NORTH RIVER RD,Saint Clair,42.774,-82.4818,221112.0,D,Power Plants,464192.88,463721.6,215.0,256.28,,,,,,,,,,,464192.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2020
1013875,110070931052.0,DTE Electric Company - Dearborn Energy Center,Dearborn,MI,48124,1641 Carroll Shelby Way East,WAYNE COUNTY,42.29701,-83.23063,221112.0,C,Power Plants,140314.772,140170.1,66.0,78.672,,,,,,,,,,140314.772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2020
1001147,110020517378.0,Dahlberg (Jackson County),NICHOLSON,GA,30565,585 JARRETT ROAD,Jackson,34.0386,-83.3972,221112.0,"C,D",Power Plants,356065.852,355710.2,162.25,193.402,,,,,,,,,,1146.944,354918.908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2020
1001529,110056956281.0,Dallman,SPRINGFIELD,IL,62703,3100 STEVENSON DRIVE,Sangamon,39.7539,-89.6011,221112.0,"C,D",Power Plants,868567.704,861895.2,2441.5,4231.004,,,,,,,,,,2978.488,865589.216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,Y,2020
1007374,110071161707.0,Dan E Karn,ESSEXVILLE,MI,48732,2742 N WEADOCK HWY,Bay,43.6425,-83.8431,221112.0,"C,D",Power Plants,1924213.614,1914332.8,518.25,9362.564,,,,,,,,,,539.148,1923674.466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,Y,2020
1000833,110070081773.0,Dan River,EDEN,NC,27288,900 S EDGEWOOD RD,Rockingham,36.4862,-79.7208,221112.0,"C,D",Power Plants,1740005.152,1738238.4,806.0,960.752,,,,,,,,,,5875.128,1734130.024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2020
1007370,110040875666.0,Daniel Electric Generating Plant,ESCATAWPA,MS,39552,13201 HIGHWAY 63,Jackson,30.5335,-88.5574,221112.0,"C,D",Power Plants,5926682.448,5901425.2,9530.0,15727.248,,,,,,,,,,2773.34,5923909.108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,Y,2020
1000758,110051571228.0,Danskammer Generating Station,NEWBURGH,NY,12550,994 RIVER RD,Orange,41.573,-73.9646,221112.0,D,Power Plants,7707.32,7699.1,3.75,4.47,,,,,,,,,,,7707.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,Y,2020
1001382,110028032126.0,Darby Electric Generating Station,MOUNT STERLING,OH,43143,12509 ADKINS ROAD,Pickaway,39.7139,-83.1778,221112.0,"C,D",Power Plants,255668.12,255401.6,120.5,146.02,,,,,,,,,,341.848,255326.272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2020
1000303,110001889920.0,Darbytown Combustion Turbine,RICHMOND,VA,23883,6001 FERGUS BLVD,Henrico,37.4978,-77.368,221112.0,D,Power Plants,73467.042,73385.9,35.25,45.892,,,,,,,,,,,73467.042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2020
1009167,110000311911.0,Dartmouth Power,DARTMOUTH,MA,2747,1 ENERGY RD.,Bristol,41.6728,-70.9989,221112.0,"C,D",Power Plants,22674.314,22651.0,10.5,12.814,,,,,,,,,,39.0,22635.314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2020
1007439,110071161183.0,Dave Gates Generating Station,Anaconda,MT,59711,241-A Willow Glen Road,Deer Lodge,46.1066,-112.8755,221112.0,"C,D",Power Plants,126594.532,126466.3,58.5,69.732,,,,,,,,,,127.2,126467.332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2020
1000990,110013320245.0,Dave Johnston,GLENROCK,WY,82637,1591 TANK FARM ROAD,Converse,42.8378,-105.7769,221112.0,"C,D",Power Plants,4935284.13,4896647.1,14131.0,24506.03,,,,,,,,,,4.1,4935280.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,Y,2020
1010949,110038344002.0,David M Ratcliffe,De Kalb,MS,39328,5835 Highway 496,KEMPER COUNTY,32.7976,-88.6057,221112.0,"C,D",Power Plants,1708181.92,1706447.5,791.25,943.17,,,,,,,,,,7.4,1708174.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2020
1000448,110028014529.0,Dayton Avenue Substation,AMES,IA,50010,2300 PULLMAN ST,Story,42.0269,-93.5828,221112.0,"C,D",Power Plants,553.59,551.6,0.5,1.49,,,,,,,,,,82.298,471.292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2020
1007187,110002569569.0,De Moss Petrie Generating Station,TUCSON,AZ,85705,2501 N FLOWING WELLS ROAD,Pima,32.2511,-110.9889,221112.0,D,Power Plants,1179.596,1178.5,0.5,0.596,,,,,,,,,,,1179.596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2020
1001295,110043815565.0,De Pere Energy Center,DE PERE,WI,54115,112 N 5TH ST,Brown,44.4489,-88.0731,221112.0,D,Power Plants,72088.732,72015.3,33.5,39.932,,,,,,,,,,,72088.732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2020
1001014,110012446317.0,DeBary Power Plant,DEBARY,FL,32713,176 WEST HIGHBANKS RD,Volusia,28.9047,-81.3319,221112.0,"C,D",Power Plants,106480.636,106349.3,54.75,76.586,,,,,,,,,,3327.496,103153.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2020
1006695,110006650132.0,Dearborn Industrial Generation,DEARBORN,MI,48121,2400 MILLER ROAD,Wayne,42.3026,-83.154,221118.0,"C,D",Power Plants,3119359.118,3117086.8,971.25,1301.068,,,,,,,,,,1182889.794,1936469.324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2020
1006705,110007348405.0,Decatur Energy Center,DECATUR,AL,35601,2024 HIGHWAY 20 WEST,Morgan,34.6292,-87.0214,221112.0,D,Power Plants,594110.548,593507.2,275.25,328.098,,,,,,,,,,,594110.548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2020
1006650,110001869078.0,Decker Creek,AUSTIN,TX,78724,8003 DECKER LN,Travis,30.3036,-97.6128,221112.0,"C,D",Power Plants,463101.736,462632.1,214.25,255.386,,,,,,,,,,21188.872,441912.864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2020
1013328,110070525514.0,Dededo Combustion Turbine Generating Facility,Dededo,GU,96929,"10122-10-1 & 10122-13-1, Route 1",GUAM,13.516089,144.851667,221112.0,C,Power Plants,3370.894,3359.3,3.25,8.344,,,,,,,,,,3370.894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2020
1005589,,Deer Creek Station,Elkton,SD,57026,2615 484th Ave.,Brookings,44.3961,-96.5333,221112.0,D,Power Plants,328172.184,327839.0,152.0,181.184,,,,,,,,,,,328172.184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2020
1000825,110017743254.0,Deer Park Energy Center,DEER PARK,TX,77536,5665 HIGHWAY 225,Harris,29.7153,-95.1361,221112.0,D,Power Plants,4045287.456,4041179.1,1874.25,2234.106,,,,,,,,,,,4045287.456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2020
1001495,110000362615.0,Deerhaven,GAINESVILLE,FL,32653,10001 NW 13TH ST,Alachua,29.7586,-82.3883,221112.0,"C,D",Power Plants,567145.848,564753.3,902.25,1490.298,,,,,,,,,,113.1,567032.748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,Y,2020
1011204,110043333425.0,Deerhaven Renewable,Gainesville,FL,32653,11201 NW 13th Street,ALACHUA COUNTY,29.7586,-82.3883,221112.0,D,Power Plants,8707.508,765.6,1141.25,6800.658,,,,,,,,,599897.6,,8707.508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,Y,2020
1007322,110001148598.0,Delaware City Refinery,DELAWARE CITY,DE,19706,4550 WRANGLE HILL ROAD,New Castle,39.5936,-75.6337,324110.0,"C,D,MM-REF,P,PP,Y","Chemicals,Petroleum Product Suppliers,Power Plants,Refineries,Suppliers of CO2",3508262.75,3498314.7,3883.75,6064.3,,,,,,,,,,1874606.888,161172.788,,,,,,,,,,321578.2,,,,,,,,,,,,,,1150904.874,,,,,,,,,,,,N,Y,Y,2020
1000794,110043716565.0,Dell Power Plant,DELL,AR,72426,301 E STATE HIGHWAY 18,Mississippi,35.8619,-90.0253,221112.0,"C,D",Power Plants,1168340.72,1167154.3,541.25,645.17,,,,,,,,,,9748.464,1158592.256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2020
1000674,110071161708.0,Delray,DETROIT,MI,48209,6911 W JEFFERSON AVE,Wayne,42.2947,-83.1019,221112.0,D,Power Plants,22672.016,22649.0,10.5,12.516,,,,,,,,,,,22672.016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2020
1001263,110002936538.0,"Delta Energy Center, LLC",PITTSBURG,CA,94565,1200 ARCY LANE,Contra Costa,38.0167,-121.8439,221112.0,D,Power Plants,1482392.004,1480845.0,705.75,841.254,,,,,,,,,,,1482392.004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2020
1013173,110070395929.0,Denton Energy Center,Denton,TX,76207,8161 Jim Christal Rd.,DENTON COUNTY,33.221006,-97.215656,221112.0,C,Power Plants,78145.956,78065.4,36.75,43.806,,,,,,,,,,78145.956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2020
1001329,110041241073.0,Desert Basin Generating Station,CASA GRANDE,AZ,85222,1872 N BURRIS RD,Pinal,32.9042,-111.7889,221112.0,D,Power Plants,756818.996,756050.7,350.5,417.796,,,,,,,,,,,756818.996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2020
1001306,110021350946.0,Desert Star Energy Center,Boulder City,NV,89005,701 El Dorado Valley Drive,Clark,35.7867,-114.9928,221112.0,D,Power Plants,433176.772,432744.4,197.25,235.122,,,,,,,,,,,433176.772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2020
1000650,110070305573.0,Dickerson,DICKERSON,MD,20842,21200 MARTINSBURG ROAD,Montgomery,39.2086,-77.4644,221112.0,"C,D",Power Plants,245000.672,243276.8,632.0,1091.872,,,,,,,,,,260.546,244740.126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,Y,2020
1001294,110001937922.0,Dighton,DIGHTON,MA,2715,1450 SOMERSET AVE,Bristol,41.8312,-71.1239,221112.0,D,Power Plants,91167.012,91074.4,42.25,50.362,,,,,,,,,,,91167.012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2020
1001351,110015854609.0,Dogwood Energy Facility,PLEASANT HILL,MO,64080,25111 E 175TH ST,Cass,38.7931,-94.3006,221112.0,D,Power Plants,868410.032,867528.3,402.25,479.482,,,,,,,,,,,868410.032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2020
1001416,110000450155.0,Dolet Hills Power Station,MANSFIELD,LA,71052,963 POWER PLANT RD,De Soto,32.0306,-93.5692,221112.0,D,Power Plants,757691.226,753861.3,190.75,3639.176,,,,,,,,,,,757691.226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,Y,2020
1000310,110058308576.0,Donald Von Raesfeld,SANTA CLARA,CA,95054,850 DUANE AVE,Santa Clara,37.3767,-121.9508,221112.0,D,Power Plants,207569.08,207358.1,96.25,114.73,,,,,,,,,,,207569.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2020
1001259,110017409286.0,Doswell Limited Partnership,ASHLAND,VA,23005,10098 OLD RIDGE ROAD,Hanover,37.8181,-77.4478,221112.0,"C,D",Power Plants,2813122.32,2810265.0,1303.25,1554.07,,,,,,,,,,121.9,2813000.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2020
1005702,110005719801.0,Doyle Energy Facility,MONROE,GA,30656,1318 GRATIS ROAD,Walton,33.8376,-83.6996,221112.0,"C,D",Power Plants,72910.88,72836.9,33.75,40.23,,,,,,,,,,138.5,72772.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2020
1010575,110040565705.0,Dresden Energy Facility,Dresden,OH,43821,9595 McGlade School Road,MUSKINGUM COUNTY,40.09399,-82.02394,221112.0,"C,D",Power Plants,1698042.652,1696317.0,787.25,938.402,,,,,,,,,,73939.672,1624102.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2020
1000562,110039589585.0,Dry Fork Station,Gillette,WY,82716,12460 N. Hwy 59,Campbell,44.3901,-105.4591,221112.0,D,Power Plants,3305903.664,3279993.8,9477.25,16432.614,,,,,,,,,,,3305903.664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,Y,2020
1001319,110006010921.0,"Duke Energy Vermillion, II LLC",CAYUGA,IN,47928,2777 N STATE ROAD 63,Vermillion,39.9208,-87.445,221112.0,D,Power Plants,115264.972,115147.7,53.5,63.772,,,,,,,,,,,115264.972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2020
1006024,110008799568.0,Duluth Steam One,DULUTH,MN,55802,1 LAKE PLACE DR,ST. LOUIS COUNTY,46.7854,-92.09639,221330.0,C,Power Plants,40055.68,39963.8,36.75,55.13,,,,,,,,,,40055.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2020
1008060,110071160420.0,Dutch Harbor Power House,Unalaska,AK,99685,1732 East Point Rd,ALEUTIANS WEST CENSUS AREA,53.88837,-166.53005,221112.0,C,Power Plants,28152.844,28056.4,28.5,67.944,,,,,,,,,,28152.844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2020
1001175,110007395942.0,E B Harris Generating Plant,AUTAUGAVILLE,AL,36067,600 COUNTY ROAD 41,Autauga,32.3814,-86.5736,221112.0,"C,D",Power Plants,1660270.448,1658584.8,769.0,916.648,,,,,,,,,,16.3,1660254.148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2020
1001414,110000589097.0,E C Gaston,WILSONVILLE,AL,35186,31972 HIGHWAY 25 NORTH,Shelby,33.2442,-86.4567,221112.0,"C,D",Power Plants,3503955.782,3481849.4,8164.75,13941.632,,,,,,,,,,5162.178,3498793.604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,Y,2020
1001514,110000438125.0,E D Edwards,BARTONVILLE,IL,61607,7800 SOUTH CILCO LANE,Peoria,40.5958,-89.6631,221112.0,D,Power Plants,3138479.9,3113894.8,8992.25,15592.85,,,,,,,,,,,3138479.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,Y,2020
1000768,110000582389.0,E F Barrett,ISLAND PARK,NY,11558,MCCARTHY ROAD,Nassau,40.6169,-73.6486,221112.0,"C,D",Power Plants,858028.006,857134.7,402.5,490.806,,,,,,,,,,2982.788,855045.218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2020
1005905,110063993282.0,"E F Kenilworth, Inc.",KENILWORTH,NJ,7033,2000 GALLOPING HILL RD BLDG K-14,Union,40.6781,-74.2744,221330.0,C,Power Plants,83050.588,82965.1,39.0,46.488,,,,,,,,,,83050.588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2020
1001579,110064063686.0,E.W. Brown,Harrodsburg,KY,40330,815 Dix Dam Road,MERCER COUNTY,37.7889,-84.7139,221112.0,"C,D",Power Plants,1386304.824,1376118.7,3738.0,6448.124,,,,,,,,,,55.4,1386249.424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,Y,2020
1005565,110000514587.0,EF Oxnard LLC,Oxnard,CA,93030,550 Diaz Avenue,VENTURA COUNTY,34.19677,-119.168423,221112.0,C,Power Plants,30212.336,30181.1,14.25,16.986,,,,,,,,,,30212.336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2020
1001253,110070213031.0,"EFS Parlin Holdings, LLC",PARLIN,NJ,8859,790 WASHINGTON ROAD,Middlesex,40.4586,-74.3327,221112.0,"C,D",Power Plants,3531.388,3528.1,1.5,1.788,,,,,,,,,,2.2,3529.188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2020
1000591,110001850104.0,ENERGY CENTER MINNEAPOLIS,MINNEAPOLIS,MN,55404,816 4TH AVENUE SOUTH,HENNEPIN COUNTY,44.973474,-93.267695,221330.0,C,Power Plants,86913.072,86823.2,41.0,48.872,,,,,,,,,,86913.072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2020
1003978,110002630065.0,ENERGY CENTER SAN FRANCISCO,SAN FRANCISCO,CA,94103,460 JESSIE ST,SAN FRANCISCO COUNTY,37.78203,-122.40841,221112.0,C,Power Plants,49263.764,49212.8,23.25,27.714,,,,,,,,,,49263.764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2020
1001316,110022525212.0,"ENERGY SYSTEMS GROUP, LLC- North Chicago Energy Center",NORTH CHICAGO,IL,60064,"3001  GREEN BAY RD, Bldg 195",LAKE COUNTY,42.3085,-87.86253,221112.0,C,Power Plants,41569.242,41526.2,19.5,23.542,,,,,,,,,,41569.242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2020
1001248,110046445548.0,Eagle Point Power Generation,WESTVILLE,NJ,8093,1250 Crown Point Road,Gloucester,39.8746,-75.1592,221112.0,D,Power Plants,239492.612,239249.3,111.0,132.312,,,,,,,,,,,239492.612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2020
1011681,110071159299.0,Eagle Valley Clean Energy,Gypsum,CO,81637,10775 HWY 6,EAGLE COUNTY,39.646803,-106.940343,221117.0,C,Power Plants,1320.68,55.7,181.75,1083.23,,,,,,,,,94713.4,1320.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2020
1001570,110071160477.0,Earl F Wisdom,SPENCER,IA,51301,3365 165 AVE,Clay,43.1606,-95.2569,221112.0,"C,D",Power Plants,18331.98,18312.8,8.75,10.43,,,,,,,,,,17.4,18314.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2020
1001006,110006497585.0,East Bend,UNION,KY,41100,6293 BEAVER RD,Boone,38.9031,-84.8511,221112.0,D,Power Plants,2496701.152,2476696.6,7317.5,12687.052,,,,,,,,,,,2496701.152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,Y,2020
1000761,110000322623.0,East River,NEW YORK,NY,10009,801 EAST 14TH ST,New York,40.7281,-73.9742,221330.0,"C,D",Power Plants,2012289.506,2010238.9,934.0,1116.606,,,,,,,,,,38158.354,1974131.152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2020
1007438,110000743704.0,Eastman Chemical - Texas Operations,LONGVIEW,TX,75602,300 KODAK BLVD,Harrison,32.4472,-94.6917,325199.0,"C,D,TT,X","Chemicals,Power Plants,Waste",2228592.126,2216480.0,8093.0,4019.126,,,,,,,,,,843483.596,1343424.788,,,,,,,,,,,,,,,,,,,,,,,38062.242,,,,,,,,,,,,3621.5,N,N,N,2020
1008013,110000330632.0,Ebensburg Power Company,Ebensburg,PA,15931,2840 New Germany Road,Cambria,40.455,-78.7472,221112.0,"C,D",Power Plants,473313.81,469827.4,1275.25,2211.16,,,,,,,,,,0.8,473313.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,Y,2020
